1,240,16,1,0,1.5765621662139893,0.7110660076141357
1,240,20,0,5,1.5765621662139893,0.7110660076141357
1,240,19,0,2,1.5765621662139893,0.7110660076141357
1,240,16,3,0,1.5765621662139893,0.7110660076141357
1,240,17,3,0,1.5765621662139893,0.7110660076141357
1,240,13,1,0,1.5765621662139893,0.7110660076141357
1,240,13,3,0,1.5765621662139893,0.7110660076141357
1,240,18,0,3,1.5765621662139893,0.7110660076141357
1,240,18,0,2,1.5765621662139893,0.7110660076141357
1,240,19,0,4,1.5765621662139893,0.7110660076141357
1,240,15,0,0,1.5765621662139893,0.7110660076141357
1,240,16,0,1,1.5765621662139893,0.7110660076141357
0,240,15,12,0,1.5765621662139893,0.7110660076141357
0,240,15,9,0,1.5765621662139893,0.7110660076141357
0,240,16,16,0,1.5765621662139893,0.7110660076141357
0,240,15,10,0,1.5765621662139893,0.7110660076141357
0,240,7,7,0,1.5765621662139893,0.7110660076141357
0,240,16,12,0,1.5765621662139893,0.7110660076141357
0,240,15,13,0,1.5765621662139893,0.7110660076141357
0,240,13,10,0,1.5765621662139893,0.7110660076141357
0,240,15,9,0,1.5765621662139893,0.7110660076141357
0,240,16,13,0,1.5765621662139893,0.7110660076141357
0,240,22,20,0,1.5765621662139893,0.7110660076141357
0,240,22,16,0,1.5765621662139893,0.7110660076141357
0,240,13,11,0,1.5765621662139893,0.7110660076141357
0,240,13,12,0,1.5765621662139893,0.7110660076141357
0,240,16,9,0,1.5765621662139893,0.7110660076141357
0,240,16,16,0,1.5765621662139893,0.7110660076141357
0,240,13,12,0,1.5765621662139893,0.7110660076141357
0,240,13,13,0,1.5765621662139893,0.7110660076141357
0,240,13,9,0,1.5765621662139893,0.7110660076141357
0,240,15,8,0,1.5765621662139893,0.7110660076141357
0,240,0,3,2,1.5765621662139893,0.7110660076141357
0,240,13,12,0,1.5765621662139893,0.7110660076141357
0,240,15,13,0,1.5765621662139893,0.7110660076141357
0,240,15,13,0,1.5765621662139893,0.7110660076141357
0,240,22,14,0,1.5765621662139893,0.7110660076141357
0,240,2,9,0,1.5765621662139893,0.7110660076141357
0,240,15,14,0,1.5765621662139893,0.7110660076141357
0,240,16,10,0,1.5765621662139893,0.7110660076141357
0,240,15,4,0,1.5765621662139893,0.7110660076141357
0,240,16,8,0,1.5765621662139893,0.7110660076141357
0,240,15,11,0,1.5765621662139893,0.7110660076141357
0,240,15,12,0,1.5765621662139893,0.7110660076141357
0,240,15,13,0,1.5765621662139893,0.7110660076141357
0,240,10,6,0,1.5765621662139893,0.7110660076141357
0,240,13,10,0,1.5765621662139893,0.7110660076141357
0,240,15,15,0,1.5765621662139893,0.7110660076141357
0,240,13,14,0,1.5765621662139893,0.7110660076141357
0,240,15,16,0,1.5765621662139893,0.7110660076141357
0,240,13,9,0,1.5765621662139893,0.7110660076141357
0,240,15,13,0,1.5765621662139893,0.7110660076141357
0,240,15,15,0,1.5765621662139893,0.7110660076141357
0,240,15,6,0,1.5765621662139893,0.7110660076141357
0,240,13,11,0,1.5765621662139893,0.7110660076141357
0,240,16,12,0,1.5765621662139893,0.7110660076141357
0,240,15,19,0,1.5765621662139893,0.7110660076141357
0,240,17,16,0,1.5765621662139893,0.7110660076141357
0,240,16,15,0,1.5765621662139893,0.7110660076141357
0,240,16,12,0,1.5765621662139893,0.7110660076141357
