0.6799999999999999,0.5720000000000001,0.08906149864196777,2.638171974817912
0.767816091954023,0.667,0.34938502311706543,0.6894417491826144
0.8095238095238095,0.667,0.19904112815856934,2.973333172798157
0.8240223463687151,0.667,0.24006196673355956,5.043301969520576
0.768025078369906,0.75,0.5092666051978227,5.563708727711046
0.8085867620751341,0.667,0.38556092327097446,5.51032127597708
0.7645833333333334,0.728,0.4386218786239624,5.319880602757136
0.83,0.667,0.5246073007583618,4.012585200071335
0.7729166666666667,0.75,0.5751593112945557,3.4748590300480524
0.8229166666666666,0.778,0.6504086852073669,3.447784654299418
0.8775,0.7,0.6777795791625977,4.0175424683094025
0.92,0.7,0.77417893409729,5.30404610991478
0.9863945578231292,0.534,1.0608795200075423,3.9340089081096
