1,20,16,0,4,0.851122618,6.944506013
1,20,12,0,0,0.851122618,6.944506013
1,20,16,0,4,0.851122618,6.944506013
1,20,19,0,7,0.851122618,6.944506013
1,20,13,0,1,0.851122618,6.944506013
1,20,20,0,8,0.851122618,6.944506013
1,20,27,0,1,0.851122618,6.944506013
1,20,12,1,0,0.851122618,6.944506013
1,20,19,0,7,0.851122618,6.944506013
1,20,17,0,5,0.851122618,6.944506013
1,20,22,0,3,2.002925158,7.479304302
1,20,15,1,0,2.002925158,7.479304302
1,20,15,1,0,2.002925158,7.479304302
1,20,16,5,0,2.002925158,7.479304302
1,20,19,0,3,2.002925158,7.479304302
1,20,18,0,3,2.002925158,7.479304302
1,20,16,4,0,2.002925158,7.479304302
1,20,15,6,0,2.002925158,7.479304302
1,20,15,3,0,2.002925158,7.479304302
1,20,15,4,0,2.002925158,7.479304302
1,20,17,2,0,0.863380432,6.111096835
1,20,12,0,0,0.863380432,6.111096835
1,20,18,1,0,0.863380432,6.111096835
1,20,17,0,0,0.863380432,6.111096835
1,20,15,0,3,0.863380432,6.111096835
1,20,12,1,0,0.863380432,6.111096835
1,20,18,2,0,0.863380432,6.111096835
1,20,16,0,4,0.863380432,6.111096835
1,20,17,0,0,0.863380432,6.111096835
1,20,12,0,0,0.863380432,6.111096835
1,20,15,0,2,0.716269016,4.892163503
1,20,13,0,0,0.716269016,4.892163503
1,20,15,0,2,0.716269016,4.892163503
1,20,16,0,4,0.716269016,4.892163503
1,20,13,2,0,0.716269016,4.892163503
1,20,14,4,0,0.716269016,4.892163503
1,20,14,0,0,0.716269016,4.892163503
1,20,18,0,3,0.716269016,4.892163503
1,20,16,0,1,0.716269016,4.892163503
1,20,18,0,4,0.716269016,4.892163503
1,20,16,4,0,2.062331676,0.730610096
1,20,16,2,0,2.062331676,0.730610096
1,20,16,4,0,2.062331676,0.730610096
1,20,10,1,0,2.062331676,0.730610096
1,20,16,1,0,2.062331676,0.730610096
1,20,14,2,0,2.062331676,0.730610096
1,20,16,5,0,2.062331676,0.730610096
1,20,10,2,0,2.062331676,0.730610096
1,20,16,3,0,2.062331676,0.730610096
1,20,10,1,0,2.062331676,0.730610096
1,20,18,0,1,0.733320713,6.875206506
1,20,18,2,0,0.733320713,6.875206506
1,20,21,0,4,0.733320713,6.875206506
1,20,9,2,0,0.733320713,6.875206506
1,20,9,0,0,0.733320713,6.875206506
1,20,9,0,0,0.733320713,6.875206506
1,20,10,0,1,0.733320713,6.875206506
1,20,19,2,0,0.733320713,6.875206506
1,20,11,0,2,0.733320713,6.875206506
1,20,18,2,0,0.733320713,6.875206506
1,20,17,0,2,0.822973728,1.506153536
1,20,9,0,1,0.822973728,1.506153536
1,20,8,3,0,0.822973728,1.506153536
1,20,19,1,0,0.822973728,1.506153536
1,20,17,0,0,0.822973728,1.506153536
1,20,20,0,5,0.822973728,1.506153536
1,20,9,0,1,0.822973728,1.506153536
1,20,8,2,0,0.822973728,1.506153536
1,20,17,0,2,0.822973728,1.506153536
1,20,19,0,4,0.822973728,1.506153536
1,20,8,0,1,0.842568398,6.226730788
1,20,21,1,0,0.842568398,6.226730788
1,20,16,0,0,0.842568398,6.226730788
1,20,21,6,0,0.842568398,6.226730788
1,20,16,5,0,0.842568398,6.226730788
1,20,16,4,0,0.842568398,6.226730788
1,20,11,0,3,0.842568398,6.226730788
1,20,9,0,1,0.842568398,6.226730788
1,20,10,0,2,0.842568398,6.226730788
1,20,7,3,0,0.842568398,6.226730788
1,20,13,7,0,0.765384197,2.538069403
1,20,13,4,0,0.765384197,2.538069403
1,20,13,8,0,0.765384197,2.538069403
1,20,15,4,0,0.765384197,2.538069403
1,20,13,3,0,0.765384197,2.538069403
1,20,16,2,0,0.765384197,2.538069403
1,20,9,0,1,0.765384197,2.538069403
1,20,16,1,0,0.765384197,2.538069403
1,20,8,0,0,0.765384197,2.538069403
1,20,13,1,0,0.765384197,2.538069403
1,20,11,0,1,0.821527481,7.688059497
1,20,18,0,1,0.821527481,7.688059497
1,20,19,0,2,0.821527481,7.688059497
1,20,25,8,0,0.821527481,7.688059497
1,20,10,2,0,0.821527481,7.688059497
1,20,19,1,0,0.821527481,7.688059497
1,20,18,0,1,0.821527481,7.688059497
1,20,12,0,2,0.821527481,7.688059497
1,20,20,0,1,0.821527481,7.688059497
1,20,12,0,0,0.821527481,7.688059497
