threshold,accuracy
-0.5,0.32999999999999996
-0.499,0.32999999999999996
-0.498,0.32999999999999996
-0.497,0.32999999999999996
-0.496,0.32999999999999996
-0.495,0.32999999999999996
-0.494,0.32999999999999996
-0.493,0.32999999999999996
-0.492,0.32999999999999996
-0.491,0.32999999999999996
-0.49,0.32999999999999996
-0.489,0.32999999999999996
-0.488,0.32999999999999996
-0.487,0.32999999999999996
-0.486,0.32999999999999996
-0.485,0.32999999999999996
-0.484,0.32999999999999996
-0.483,0.32999999999999996
-0.482,0.32999999999999996
-0.481,0.32999999999999996
-0.48,0.32999999999999996
-0.479,0.32999999999999996
-0.478,0.32999999999999996
-0.477,0.32999999999999996
-0.476,0.32999999999999996
-0.475,0.32999999999999996
-0.474,0.32999999999999996
-0.473,0.32999999999999996
-0.472,0.32999999999999996
-0.471,0.32999999999999996
-0.47,0.32999999999999996
-0.469,0.32999999999999996
-0.46799999999999997,0.32999999999999996
-0.46699999999999997,0.32999999999999996
-0.46599999999999997,0.32999999999999996
-0.46499999999999997,0.32999999999999996
-0.46399999999999997,0.32999999999999996
-0.46299999999999997,0.32999999999999996
-0.46199999999999997,0.32999999999999996
-0.46099999999999997,0.32999999999999996
-0.45999999999999996,0.32999999999999996
-0.45899999999999996,0.32999999999999996
-0.45799999999999996,0.32999999999999996
-0.45699999999999996,0.32999999999999996
-0.45599999999999996,0.32999999999999996
-0.45499999999999996,0.32999999999999996
-0.45399999999999996,0.32999999999999996
-0.45299999999999996,0.32999999999999996
-0.45199999999999996,0.32999999999999996
-0.45099999999999996,0.32999999999999996
-0.44999999999999996,0.32999999999999996
-0.44899999999999995,0.32999999999999996
-0.44799999999999995,0.32999999999999996
-0.44699999999999995,0.32999999999999996
-0.44599999999999995,0.32999999999999996
-0.44499999999999995,0.32999999999999996
-0.44399999999999995,0.32999999999999996
-0.44299999999999995,0.32999999999999996
-0.44199999999999995,0.32999999999999996
-0.44099999999999995,0.32999999999999996
-0.43999999999999995,0.32999999999999996
-0.43899999999999995,0.32999999999999996
-0.43799999999999994,0.32999999999999996
-0.43699999999999994,0.32999999999999996
-0.43599999999999994,0.32999999999999996
-0.43499999999999994,0.32999999999999996
-0.43399999999999994,0.32999999999999996
-0.43299999999999994,0.32999999999999996
-0.43199999999999994,0.32999999999999996
-0.43099999999999994,0.32999999999999996
